69052 3 4 
A	e	Y	0.999945 	0.993555 	0.004685 	0.000000 
A	e	Y	0.999980 	0.993555 	0.006351 	0.966667 
B	e	Y	0.999952 	0.993555 	0.003904 	0.466667 
B	e	Y	0.999932 	0.995538 	0.009057 	0.400000 
A	d	Y	0.999966 	0.993059 	0.005205 	0.000000 
B	e	Y	0.999973 	0.993555 	0.006507 	0.000000 
B	c	Y	0.999947 	0.992563 	0.011452 	0.000000 
A	e	Y	0.999928 	0.992563 	0.007808 	0.000000 
B	g	Y	0.999977 	0.994546 	0.004581 	0.000000 
A	d	Y	0.999945 	0.994546 	0.007287 	0.000000 
A	e	Y	0.999920 	0.995538 	0.007287 	0.000000 
B	g	Y	0.999835 	0.995042 	0.013794 	0.000000 
B	c	X	0.999919 	0.993555 	0.008849 	0.000000 
B	b	X	0.999902 	0.998017 	0.003904 	0.600000 
A	e	Y	0.999923 	0.996034 	0.009630 	0.000000 
B	f	Y	0.999902 	0.998513 	0.003800 	0.800000 
A	f	Y	0.999883 	0.995538 	0.008849 	0.000000 
B	f	Y	0.999950 	0.996034 	0.005674 	0.000000 
B	c	Y	0.999915 	0.994546 	0.007808 	0.000000 
B	e	Y	0.999942 	0.996529 	0.004685 	0.333333 
B	e	X	0.999913 	0.993555 	0.008849 	0.000000 
A	d	Y	0.999811 	0.998513 	0.006038 	0.866667 
A	f	X	0.999888 	0.995538 	0.009213 	0.000000 
B	b	Y	0.999961 	0.993059 	0.003904 	0.166667 
A	e	Y	0.999862 	0.996529 	0.007444 	0.466667 
B	a	Y	0.999868 	0.998017 	0.005466 	0.733333 
B	f	Y	0.999975 	0.992067 	0.005257 	0.166667 
B	b	Y	0.999974 	0.994546 	0.002811 	0.000000 
C	f	Y	0.999961 	0.994546 	0.005309 	0.000000 
B	e	Y	0.999975 	0.992067 	0.012024 	0.000000 
B	b	Y	0.999918 	0.997521 	0.003904 	0.600000 
B	g	Y	0.999961 	0.993555 	0.009994 	0.166667 
B	b	Y	0.999900 	0.998513 	0.004685 	0.866667 
D	e	Y	0.999935 	0.995042 	0.006507 	0.166667 
A	f	Y	0.999968 	0.995538 	0.005726 	0.000000 
A	f	Y	0.999967 	0.993059 	0.008485 	0.000000 
B	b	Y	0.999966 	0.994546 	0.002811 	0.533333 
B	b	Y	0.999989 	0.992563 	0.003019 	0.000000 
A	e	Y	0.999982 	0.992563 	0.006507 	0.000000 
A	f	X	0.999967 	0.994546 	0.007287 	0.000000 
B	b	Y	0.999986 	0.994051 	0.002707 	0.000000 
B	b	Y	0.999917 	0.997521 	0.003592 	0.466667 
A	f	X	0.999960 	0.993555 	0.008485 	0.000000 
C	a	X	0.999785 	0.995042 	0.026547 	0.000000 
B	e	Y	0.999930 	0.995042 	0.007444 	0.000000 
A	d	Y	0.999970 	0.994051 	0.006819 	0.000000 
B	b	Y	0.999951 	0.996529 	0.004008 	0.333333 
B	e	Y	0.999964 	0.993059 	0.007652 	0.166667 
B	e	Y	0.999922 	0.996034 	0.004164 	0.166667 
B	b	Y	0.999970 	0.993555 	0.002811 	0.400000 
A	f	X	0.999931 	0.995042 	0.007808 	0.000000 
A	d	X	0.999944 	0.995538 	0.007287 	0.000000 
B	e	X	0.999894 	0.997521 	0.005466 	0.600000 
B	e	Y	0.999825 	0.998017 	0.006351 	0.733333 
B	c	X	0.999944 	0.996529 	0.003696 	0.400000 
B	e	Y	0.999915 	0.996529 	0.004945 	0.533333 
B	c	Y	0.999972 	0.992067 	0.007652 	0.000000 
B	b	Y	0.999953 	0.996034 	0.003800 	0.533333 
B	b	Y	0.999955 	0.995042 	0.005049 	0.533333 
B	b	Y	0.999980 	0.993059 	0.003383 	0.466667 
A	d	Y	0.999903 	0.997025 	0.005726 	0.333333 
B	e	X	0.999961 	0.993555 	0.004268 	0.166667 
A	a	X	0.999845 	0.995538 	0.012441 	0.000000 
A	e	X	0.999966 	0.992563 	0.010046 	0.000000 
B	b	X	0.999885 	0.996529 	0.009318 	0.666667 
A	f	Y	0.999972 	0.995042 	0.003540 	0.000000 
C	e	Y	0.999960 	0.993555 	0.010567 	0.000000 
A	f	Y	0.999935 	0.994546 	0.007808 	0.166667 
B	b	Y	0.999983 	0.992067 	0.003904 	0.000000 
A	e	X	0.999982 	0.992563 	0.007808 	0.000000 
B	e	X	0.999970 	0.992067 	0.004268 	0.533333 
A	h	Y	0.999945 	0.996529 	0.006246 	0.000000 
B	f	X	0.999924 	0.993555 	0.007444 	0.000000 
B	f	X	0.999865 	0.996529 	0.008329 	0.600000 
B	b	Y	0.999985 	0.995042 	0.003019 	0.000000 
B	e	Y	0.999945 	0.995042 	0.004164 	0.166667 
B	e	Y	0.999976 	0.993059 	0.007444 	0.000000 
A	d	X	0.999936 	0.996034 	0.007287 	0.000000 
B	e	Y	0.999915 	0.993059 	0.015616 	0.000000 
B	e	Y	0.999933 	0.996034 	0.004945 	0.533333 
A	e	Y	0.999700 	0.998017 	0.007808 	0.666667 
B	b	Y	0.999978 	0.993059 	0.003904 	0.166667 
A	d	Y	0.999980 	0.994051 	0.004477 	0.000000 
A	f	Y	0.999855 	0.995042 	0.007287 	0.333333 
B	b	Y	0.999958 	0.992563 	0.003904 	0.000000 
B	b	Y	0.999930 	0.996034 	0.004425 	0.800000 
B	b	Y	0.999955 	0.995538 	0.003123 	0.333333 
A	e	X	0.999561 	0.998017 	0.012753 	0.733333 
B	c	Y	0.999780 	0.996529 	0.008329 	0.400000 
B	b	Y	0.999988 	0.992563 	0.004685 	0.000000 
A	f	X	0.999919 	0.993555 	0.007808 	0.000000 
B	f	Y	0.999873 	0.994546 	0.013430 	0.000000 
B	e	Y	0.999855 	0.996034 	0.008329 	0.533333 
B	g	X	0.999751 	0.996034 	0.015200 	0.166667 
A	e	Y	0.999957 	0.995042 	0.004685 	0.000000 
A	f	Y	0.999894 	0.995538 	0.007444 	0.166667 
B	e	Y	0.999885 	0.996529 	0.008849 	0.000000 
A	c	X	0.999795 	0.996034 	0.012441 	0.000000 
B	e	Y	0.999970 	0.994546 	0.005466 	0.000000 
A	f	Y	0.999904 	0.995538 	0.007079 	0.000000 
A	h	Y	0.999952 	0.995538 	0.005101 	0.000000 
A	d	Y	0.999835 	0.997521 	0.007287 	0.466667 
B	b	X	0.999964 	0.993059 	0.005674 	0.333333 
A	d	Y	0.999801 	0.996034 	0.007808 	0.400000 
A	e	X	0.999848 	0.995042 	0.016657 	0.000000 
A	c	Y	0.999913 	0.994546 	0.007287 	0.000000 
B	b	Y	0.999930 	0.997521 	0.004477 	0.666667 
B	e	Y	0.999945 	0.994546 	0.004685 	0.466667 
B	b	Y	0.999983 	0.994546 	0.003279 	0.000000 
A	e	Y	0.999921 	0.996034 	0.008849 	0.000000 
B	c	Y	0.999957 	0.994546 	0.005674 	0.400000 
B	e	Y	0.999853 	0.998513 	0.004477 	0.866667 
B	f	Y	0.999967 	0.992563 	0.007444 	0.000000 
B	b	Y	0.999935 	0.997521 	0.004216 	0.733333 
B	e	Y	0.999942 	0.994546 	0.005309 	0.166667 
B	f	X	0.999920 	0.997025 	0.008120 	0.800000 
A	g	X	0.999725 	0.996529 	0.010619 	0.333333 
A	f	Y	0.999935 	0.995042 	0.008849 	0.000000 
A	d	Y	0.999972 	0.993555 	0.005674 	0.000000 
B	b	Y	0.999976 	0.995042 	0.002811 	0.166667 
B	e	X	0.999901 	0.995538 	0.008849 	0.166667 
A	f	Y	0.999935 	0.996034 	0.007287 	0.000000 
B	f	Y	0.999985 	0.992067 	0.006507 	0.000000 
A	d	Y	0.999964 	0.993059 	0.006819 	0.000000 
B	f	Y	0.999967 	0.994546 	0.006715 	0.166667 
A	d	X	0.999865 	0.995042 	0.010619 	0.000000 
B	a	Y	0.999817 	0.998017 	0.006351 	0.733333 
B	b	Y	0.999973 	0.993059 	0.003904 	0.166667 
B	d	Y	0.999950 	0.995042 	0.003592 	0.600000 
C	c	Y	0.999932 	0.992067 	0.009994 	0.000000 
B	g	X	0.999691 	0.997025 	0.018427 	0.600000 
B	b	Y	0.999970 	0.996034 	0.003904 	0.466667 
A	e	X	0.999711 	0.996529 	0.012441 	0.166667 
B	b	Y	0.999981 	0.993555 	0.007079 	0.000000 
A	f	Y	0.999895 	0.996529 	0.007287 	0.000000 
A	f	X	0.999715 	0.997025 	0.012441 	0.400000 
B	b	Y	0.999979 	0.993555 	0.004320 	0.000000 
C	e	Y	0.999960 	0.993059 	0.005309 	0.000000 
B	b	Y	0.999986 	0.992067 	0.003123 	0.000000 
A	f	X	0.999885 	0.999008 	0.008329 	0.000000 
A	b	Y	0.999976 	0.993555 	0.003592 	0.000000 
B	a	Y	0.999952 	0.993555 	0.007548 	0.000000 
B	b	Y	0.999967 	0.997025 	0.003123 	0.333333 
A	f	Y	0.999882 	0.994546 	0.008849 	0.000000 
A	e	Y	0.999905 	0.995538 	0.007079 	0.000000 
B	b	Y	0.999980 	0.992563 	0.003123 	0.333333 
A	d	Y	0.999870 	0.997025 	0.005466 	0.333333 
B	b	Y	0.999978 	0.995538 	0.003331 	0.333333 
B	f	X	0.999948 	0.992067 	0.008485 	0.166667 
B	e	Y	0.999909 	0.993555 	0.014575 	0.166667 
B	b	Y	0.999918 	0.994546 	0.006351 	0.400000 
B	b	Y	0.999988 	0.992067 	0.003123 	0.166667 
B	e	Y	0.999970 	0.992563 	0.006038 	0.400000 
B	b	Y	0.999988 	0.992067 	0.003123 	0.000000 
A	e	X	0.999860 	0.994546 	0.012024 	0.000000 
A	d	Y	0.999935 	0.994546 	0.007079 	0.000000 
A	f	X	0.999911 	0.994051 	0.009890 	0.000000 
A	d	Y	0.999960 	0.992067 	0.005986 	0.000000 
A	d	Y	0.999980 	0.993059 	0.004685 	0.000000 
A	e	Y	0.999928 	0.996034 	0.007287 	0.000000 
A	e	X	0.999837 	0.996529 	0.012441 	0.000000 
B	g	Y	0.999980 	0.992067 	0.006038 	0.000000 
A	a	Y	0.999900 	0.996529 	0.007808 	0.333333 
A	f	Y	0.999862 	0.995538 	0.009890 	0.000000 
B	b	X	0.999978 	0.993059 	0.003904 	0.000000 
A	f	Y	0.999842 	0.997025 	0.009578 	0.166667 
B	e	X	0.999882 	0.992067 	0.013534 	0.000000 
A	b	Y	0.999983 	0.994546 	0.003592 	0.000000 
A	a	X	0.999785 	0.996034 	0.011660 	0.400000 
A	e	X	0.999881 	0.995042 	0.009318 	0.000000 
B	a	X	0.999979 	0.996034 	0.008120 	0.400000 
B	b	Y	0.999946 	0.993059 	0.006038 	0.000000 
A	e	X	0.999940 	0.996034 	0.009213 	0.166667 
A	f	Y	0.999980 	0.993059 	0.006767 	0.000000 
B	e	X	0.999581 	0.997521 	0.023788 	0.600000 
B	g	X	0.999940 	0.992563 	0.010255 	0.000000 
A	e	Y	0.999955 	0.994051 	0.007287 	0.000000 
A	e	X	0.999922 	0.994546 	0.005414 	0.000000 
C	e	Y	0.999971 	0.992563 	0.006038 	0.000000 
A	e	X	0.999980 	0.993555 	0.007079 	0.000000 
B	b	Y	0.999912 	0.998513 	0.004529 	0.800000 
B	a	Y	0.999895 	0.996034 	0.007287 	0.733333 
A	e	Y	0.999955 	0.995042 	0.004685 	0.000000 
B	b	Y	0.999985 	0.993059 	0.003019 	0.000000 
A	d	Y	0.999915 	0.995538 	0.006819 	0.000000 
B	g	Y	0.999963 	0.993059 	0.007444 	0.000000 
A	f	X	0.999950 	0.995538 	0.007079 	0.000000 
B	g	Y	0.999790 	0.995042 	0.021290 	0.000000 
B	d	Y	0.999925 	0.994546 	0.004945 	0.400000 
B	f	Y	0.999852 	0.996034 	0.008329 	0.400000 
B	f	X	0.999977 	0.992067 	0.007652 	0.000000 
A	f	Y	0.999845 	0.997521 	0.006246 	0.733333 
B	e	X	0.999870 	0.992563 	0.015928 	0.400000 
A	d	X	0.999922 	0.994546 	0.006819 	0.000000 
B	b	Y	0.999938 	0.996034 	0.004945 	0.333333 
A	b	Y	0.999947 	0.996034 	0.003540 	0.333333 
B	b	Y	0.999979 	0.994051 	0.003331 	0.000000 
B	e	Y	0.999881 	0.997025 	0.004945 	0.600000 
A	d	Y	0.999955 	0.993555 	0.005466 	0.000000 
B	b	Y	0.999958 	0.993059 	0.004685 	0.000000 
A	e	Y	0.999940 	0.993059 	0.006819 	0.333333 
A	e	Y	0.999973 	0.994546 	0.005466 	0.000000 
A	f	Y	0.999905 	0.994051 	0.013794 	0.000000 
B	b	Y	0.999907 	0.997521 	0.003904 	0.733333 
A	e	X	0.999970 	0.992563 	0.006038 	0.800000 
A	e	Y	0.999840 	0.996529 	0.008849 	0.400000 
B	e	Y	0.999965 	0.993555 	0.003904 	0.000000 
B	e	X	0.999983 	0.993059 	0.005309 	0.000000 
B	b	Y	0.999976 	0.994546 	0.003904 	0.000000 
B	e	X	0.999862 	0.994051 	0.017334 	0.000000 
B	b	Y	0.999965 	0.995042 	0.004581 	0.333333 
B	g	X	0.999925 	0.998017 	0.003696 	0.733333 
A	f	Y	0.999890 	0.997521 	0.005466 	0.466667 
B	b	Y	0.999979 	0.993555 	0.003383 	0.000000 
A	f	Y	0.999960 	0.992563 	0.006819 	0.000000 
B	c	Y	0.999861 	0.995538 	0.007808 	0.466667 
B	e	X	0.999885 	0.994546 	0.006715 	0.400000 
B	g	Y	0.999885 	0.996529 	0.006351 	0.466667 
B	c	Y	0.999868 	0.997521 	0.006246 	0.800000 
B	c	X	0.999872 	0.992067 	0.008485 	0.733333 
B	f	Y	0.999975 	0.992067 	0.006507 	0.000000 
B	f	Y	0.999862 	0.999008 	0.004477 	0.866667 
A	b	Y	0.999918 	0.998017 	0.003904 	0.466667 
A	d	Y	0.999970 	0.993555 	0.005726 	0.000000 
A	e	X	0.999780 	0.998017 	0.008849 	0.333333 
A	f	X	0.999750 	0.997025 	0.012441 	0.466667 
A	d	Y	0.999717 	0.997521 	0.005934 	0.733333 
A	f	Y	0.999851 	0.997521 	0.005466 	0.666667 
A	e	Y	0.999872 	0.996529 	0.007287 	0.466667 
B	b	Y	0.999982 	0.993555 	0.003279 	0.166667 
A	f	X	0.999798 	0.998017 	0.010411 	0.533333 
B	e	X	0.999945 	0.993059 	0.008485 	0.000000 
B	b	Y	0.999895 	0.998017 	0.004164 	0.800000 
A	d	Y	0.999987 	0.992067 	0.005257 	0.966667 
B	b	Y	0.999890 	0.997025 	0.006090 	0.600000 
B	b	Y	0.999861 	0.998017 	0.004477 	0.800000 
B	c	Y	0.999820 	0.997521 	0.006351 	0.866667 
B	d	Y	0.999947 	0.995042 	0.004945 	0.000000 
A	e	X	0.999865 	0.995042 	0.011348 	0.000000 
B	c	Y	0.999961 	0.992067 	0.007340 	0.000000 
B	e	Y	0.999935 	0.995538 	0.006246 	0.533333 
A	e	Y	0.999954 	0.993059 	0.005466 	0.000000 
B	b	Y	0.999977 	0.993555 	0.003904 	0.000000 
A	b	Y	0.999925 	0.996034 	0.005466 	0.533333 
A	d	X	0.999967 	0.993059 	0.009266 	0.000000 
A	c	X	0.999520 	0.998513 	0.016293 	0.600000 
A	d	Y	0.999905 	0.994051 	0.005674 	0.000000 
A	e	X	0.999870 	0.995042 	0.009890 	0.000000 
A	a	Y	0.999972 	0.993059 	0.007808 	0.000000 
A	d	X	0.999841 	0.997025 	0.007287 	0.166667 
B	e	Y	0.999865 	0.996529 	0.008120 	0.333333 
B	f	Y	0.999987 	0.992067 	0.003904 	0.166667 
B	f	Y	0.999920 	0.994051 	0.010411 	0.000000 
B	e	Y	0.999953 	0.994546 	0.005674 	0.333333 
A	f	X	0.999965 	0.994546 	0.008849 	0.000000 
B	d	Y	0.999940 	0.995042 	0.005309 	0.000000 
B	d	Y	0.999978 	0.993059 	0.005882 	0.000000 
C	d	Y	0.999945 	0.994546 	0.005309 	0.000000 
A	e	Y	0.999910 	0.995538 	0.007287 	0.000000 
B	b	Y	0.999954 	0.996034 	0.003904 	0.466667 
A	f	Y	0.999904 	0.995538 	0.009213 	0.000000 
B	h	Y	0.999984 	0.992067 	0.005257 	0.000000 
B	b	Y	0.999940 	0.997521 	0.003592 	0.666667 
B	g	Y	0.999924 	0.994546 	0.006351 	0.166667 
B	c	Y	0.999925 	0.992067 	0.008849 	0.000000 
A	f	Y	0.999960 	0.994546 	0.006819 	0.000000 
B	b	Y	0.999972 	0.992067 	0.003904 	0.400000 
A	f	Y	0.999912 	0.997025 	0.008589 	0.800000 
B	e	Y	0.999973 	0.992067 	0.008849 	0.000000 
B	g	Y	0.999930 	0.992067 	0.013794 	0.000000 
B	e	Y	0.999978 	0.993059 	0.008068 	0.000000 
B	c	X	0.999925 	0.993059 	0.008849 	0.000000 
A	b	Y	0.999981 	0.992563 	0.003904 	0.333333 
B	e	Y	0.999905 	0.994051 	0.008485 	0.166667 
A	f	Y	0.999970 	0.995042 	0.005674 	0.000000 
B	b	Y	0.999952 	0.995042 	0.004164 	0.333333 
B	f	Y	0.999982 	0.993059 	0.005726 	0.000000 
B	b	Y	0.999947 	0.994051 	0.004685 	0.000000 
B	f	Y	0.999916 	0.995538 	0.007808 	0.000000 
A	a	Y	0.999920 	0.995042 	0.006715 	0.000000 
A	e	X	0.999932 	0.994546 	0.011660 	0.000000 
B	b	Y	0.999976 	0.993555 	0.003592 	0.000000 
A	f	X	0.999851 	0.996034 	0.008849 	0.000000 
A	f	Y	0.999979 	0.992563 	0.006351 	0.000000 
B	c	Y	0.999965 	0.994051 	0.005674 	0.000000 
B	f	Y	0.999977 	0.992067 	0.008224 	0.000000 
A	e	Y	0.999898 	0.994546 	0.007808 	0.000000 
B	b	X	0.999972 	0.995042 	0.004164 	0.166667 
B	e	Y	0.999985 	0.992067 	0.004685 	0.000000 
A	f	Y	0.999987 	0.992563 	0.006038 	0.000000 
A	e	X	0.999925 	0.995538 	0.007444 	0.000000 
B	e	X	0.999930 	0.993555 	0.007808 	0.333333 
A	d	X	0.999835 	0.997521 	0.009318 	0.000000 
B	b	Y	0.999888 	0.998513 	0.005466 	0.800000 
B	c	X	0.999561 	0.998513 	0.013794 	0.933333 
A	g	X	0.999785 	0.996034 	0.012441 	0.000000 
A	e	X	0.999885 	0.995538 	0.010255 	0.000000 
A	f	Y	0.999850 	0.998017 	0.007287 	0.400000 
A	f	X	0.999941 	0.993555 	0.011348 	0.000000 
A	b	Y	0.999980 	0.992563 	0.003540 	0.000000 
B	e	X	0.999795 	0.994546 	0.014159 	0.000000 
A	d	Y	0.999870 	0.997025 	0.005466 	0.533333 
A	f	Y	0.999930 	0.995042 	0.007287 	0.000000 
A	d	Y	0.999947 	0.995538 	0.009213 	0.000000 
B	a	Y	0.999921 	0.994051 	0.007808 	0.466667 
A	e	X	0.999955 	0.993555 	0.006351 	0.000000 
A	a	Y	0.999740 	0.998513 	0.008485 	0.800000 
A	f	Y	0.999871 	0.996529 	0.005309 	0.533333 
B	e	Y	0.999852 	0.997521 	0.006090 	0.533333 
A	b	Y	0.999975 	0.994546 	0.004945 	0.000000 
B	g	Y	0.999982 	0.992067 	0.006038 	0.166667 
B	b	Y	0.999972 	0.993555 	0.003592 	0.333333 
A	f	Y	0.999958 	0.995042 	0.005466 	0.000000 
A	e	Y	0.999945 	0.994546 	0.007808 	0.000000 
A	f	X	0.999959 	0.993555 	0.006819 	0.000000 
B	b	Y	0.999941 	0.996034 	0.004789 	0.400000 
A	b	Y	0.999984 	0.992067 	0.002655 	0.000000 
A	h	Y	0.999904 	0.998017 	0.006351 	0.166667 
B	e	Y	0.999972 	0.993059 	0.007027 	0.966667 
