69052 1 4
A	2000	2004	122	5000
B	4800	2004	75	80000
B	6799	2008	174	90000
A	3400	2003	100	150000
B	2650	2004	125	150000
B	5299	2002	220	150000
A	7150	2002	150	150000
B	2300	2006	88	150000
A	5500	2006	140	150000
A	7950	2008	140	150000
B	16500	2007	265	150000
B	8100	2004	170	150000
B	9750	2013	75	60000
A	7700	2009	185	150000
B	9790	2014	73	30000
A	11700	2008	170	150000
B	4950	2009	109	150000
B	8499	2006	150	150000
B	5750	2010	90	100000
B	8700	2004	170	150000
A	18880	2014	116	20000
A	11200	2008	177	150000
B	3900	2003	75	125000
A	13849	2010	143	80000
B	13200	2013	105	40000
B	2500	2001	101	125000
B	2550	2006	54	150000
C	3900	2006	102	150000
B	2450	2001	231	150000
B	8150	2012	75	60000
B	3900	2004	192	125000
B	9999	2014	90	20000
D	6500	2007	125	125000
A	3200	2008	110	150000
A	3250	2003	163	150000
B	3400	2006	54	70000
B	1100	2002	58	150000
A	1750	2002	125	150000
A	3300	2006	140	150000
B	1350	2005	52	150000
B	8250	2012	69	80000
A	3999	2004	163	150000
C	21500	2007	510	150000
B	7000	2007	143	150000
A	2950	2005	131	150000
B	4850	2010	77	100000
B	3600	2003	147	125000
B	7750	2009	80	125000
B	2950	2004	54	90000
A	6880	2007	150	150000
A	5600	2008	140	150000
B	10550	2012	105	60000
B	17500	2013	122	40000
B	5555	2010	71	90000
B	8450	2010	95	70000
B	2750	2001	147	150000
B	4650	2009	73	70000
B	4450	2007	97	70000
B	1999	2003	65	80000
A	9650	2011	110	100000
B	3850	2004	82	125000
A	15500	2008	239	150000
A	3400	2002	193	150000
B	11500	2010	179	50000
A	2800	2007	68	150000
C	4000	2004	203	150000
A	6450	2006	150	125000
B	1690	2001	75	150000
A	1750	2002	150	150000
B	2990	2001	82	70000
A	5500	2010	120	150000
B	7600	2004	143	150000
B	13499	2010	160	60000
B	1490	2007	58	150000
B	5500	2007	80	125000
B	2350	2003	143	150000
A	6350	2009	140	150000
B	8500	2003	300	150000
B	6700	2009	95	70000
A	29980	2013	150	50000
B	2238	2003	75	125000
A	2000	2005	86	150000
A	14500	2007	140	100000
B	4199	2002	75	150000
B	6999	2009	85	30000
B	4490	2008	60	100000
A	43900	2013	245	40000
B	21950	2010	160	90000
B	1200	2002	90	150000
A	8100	2004	150	150000
B	12650	2006	258	150000
B	14500	2009	160	70000
B	24900	2009	292	125000
A	4300	2007	90	150000
A	10550	2008	143	125000
B	11500	2010	170	150000
A	20500	2009	239	150000
B	2990	2006	105	150000
A	9600	2008	136	150000
A	4760	2008	98	150000
A	16500	2012	140	80000
B	3555	2003	109	100000
A	19900	2009	150	90000
A	15200	2007	320	150000
A	8700	2006	140	150000
B	6990	2012	86	50000
B	5500	2006	90	80000
B	1650	2006	63	150000
A	7900	2009	170	150000
B	4290	2006	109	90000
B	14650	2014	86	20000
B	3299	2002	143	150000
B	6500	2012	81	40000
B	5800	2006	102	125000
B	8000	2011	156	30000
A	27500	2010	204	100000
A	6500	2007	170	150000
A	2790	2004	109	150000
B	2390	2007	54	125000
B	9900	2008	170	125000
A	6500	2009	140	150000
B	1450	2001	125	150000
A	3600	2003	131	150000
B	3250	2006	129	125000
A	13500	2007	204	150000
B	18300	2013	122	40000
B	2700	2003	75	125000
B	4990	2007	69	60000
C	6800	2001	192	150000
B	30900	2011	354	60000
B	2999	2009	75	80000
A	28900	2010	239	125000
B	1900	2004	136	150000
A	10490	2010	140	150000
A	28499	2011	239	90000
B	2100	2004	83	150000
C	3999	2003	102	150000
B	1350	2001	60	150000
A	11500	2015	160	150000
A	2400	2004	69	150000
B	4800	2004	145	150000
B	3250	2011	60	100000
A	11800	2006	170	150000
A	9499	2008	136	150000
B	1999	2002	60	100000
A	12950	2011	105	100000
B	2150	2008	64	100000
B	5200	2001	163	125000
B	9099	2004	280	125000
B	8200	2006	122	90000
B	1190	2001	60	125000
B	3000	2002	116	90000
B	1150	2001	60	150000
A	13980	2006	231	150000
A	6499	2006	136	150000
A	8850	2005	190	150000
A	4000	2001	115	150000
A	1990	2003	90	150000
A	7199	2009	140	150000
A	16299	2010	239	150000
B	1999	2001	116	150000
A	9990	2010	150	100000
A	13800	2008	190	150000
B	2150	2003	75	150000
A	15750	2011	184	125000
B	11800	2001	260	150000
A	1650	2006	69	150000
A	21500	2009	224	90000
A	11900	2007	179	150000
B	2100	2009	156	90000
B	5350	2003	116	150000
A	6000	2009	177	125000
A	2000	2003	130	150000
B	41900	2012	457	60000
B	5990	2002	197	150000
A	4499	2005	140	150000
A	7800	2006	104	150000
C	2900	2002	116	150000
A	1999	2004	136	150000
B	8799	2014	87	30000
B	10500	2009	140	40000
A	4500	2007	90	150000
B	1480	2003	58	150000
A	8450	2008	131	150000
B	3700	2003	143	150000
A	5000	2008	136	150000
B	21000	2007	409	150000
B	7500	2006	95	90000
B	14750	2009	160	90000
B	2250	2001	147	150000
A	15500	2012	120	40000
B	12999	2002	306	90000
A	7800	2006	131	150000
B	6200	2009	95	100000
A	5300	2009	68	100000
B	2100	2005	64	150000
B	11850	2011	95	60000
A	4500	2004	105	150000
B	4200	2003	90	150000
A	5950	2003	131	100000
A	2650	2006	105	150000
A	9500	2005	265	150000
B	9250	2012	75	40000
A	2990	2002	116	30000
A	16000	2010	170	90000
B	3499	2004	75	150000
B	1699	2003	102	150000
B	2400	2006	75	150000
B	13800	2005	333	150000
B	3450	2007	88	100000
B	7500	2013	71	40000
A	11000	2012	105	80000
B	2100	2004	65	150000
A	3999	2002	131	150000
B	13900	2008	150	80000
B	11500	2006	129	90000
B	11540	2010	122	80000
B	13199	2012	120	30000
B	12790	2001	163	40000
B	2500	2001	125	150000
B	13750	2015	86	20000
A	8200	2013	75	80000
A	3000	2004	110	150000
A	21999	2013	170	100000
A	24999	2011	239	80000
A	28300	2012	114	40000
A	14900	2012	105	50000
A	12800	2010	140	80000
B	1800	2004	63	125000
A	20200	2013	200	70000
B	5500	2003	163	150000
B	10490	2013	80	30000
A	1290	2001	101	5000
B	10999	2011	117	60000
B	13900	2013	86	30000
B	18000	2012	122	20000
B	5300	2007	95	150000
A	13500	2007	218	150000
B	3850	2001	141	150000
B	6490	2008	120	70000
A	4550	2003	105	150000
B	2250	2004	75	150000
A	7490	2009	105	70000
A	3250	2003	178	150000
A	47999	2014	313	60000
A	9500	2005	109	150000
A	12990	2007	190	150000
A	2750	2003	150	150000
A	15900	2011	140	125000
B	13499	2010	156	100000
B	1300	2001	75	125000
B	7990	2005	200	150000
B	4699	2006	109	100000
A	3500	2006	170	150000
B	5997	2007	102	150000
B	2200	2003	113	150000
C	5500	2006	102	150000
A	9000	2008	140	150000
B	4600	2009	75	80000
A	9600	2008	177	150000
B	1600	2001	101	150000
B	5999	2012	69	50000
B	7600	2006	122	125000
B	7499	2001	170	150000
A	3999	2006	131	150000
B	2799	2001	75	90000
A	8800	2011	165	30000
B	2700	2001	170	150000
B	6999	2001	265	150000
B	2190	2003	155	150000
B	7450	2003	170	150000
A	1850	2002	75	100000
B	9450	2005	163	125000
A	2999	2007	109	150000
B	4800	2007	80	100000
B	1800	2003	110	150000
B	5299	2005	90	150000
B	8380	2008	150	150000
A	8000	2007	129	150000
A	6800	2006	224	150000
B	2410	2004	69	150000
A	14900	2009	170	150000
A	2100	2002	122	150000
B	3500	2005	109	150000
B	2250	2001	158	150000
A	10200	2006	150	150000
B	2800	2007	80	125000
B	1500	2001	90	150000
A	1320	2002	116	150000
A	7500	2008	143	150000
B	7000	2004	150	100000
A	16500	2012	179	150000
B	11200	2014	105	30000
B	43900	2014	265	10000
A	21500	2009	239	150000
A	11500	2008	197	150000
A	14990	2013	140	90000
A	5900	2004	218	150000
A	2000	2002	68	150000
B	20500	2006	272	150000
A	12999	2011	105	70000
A	7000	2007	140	150000
A	5300	2008	177	150000
B	7900	2005	150	80000
A	4499	2004	122	150000
A	25950	2014	163	30000
A	12900	2010	102	70000
B	14800	2012	117	70000
A	2499	2006	95	150000
B	1800	2001	116	125000
B	2800	2004	69	100000
A	4200	2007	105	150000
A	5500	2006	150	150000
A	4100	2004	131	150000
B	5900	2009	92	90000
A	1600	2001	51	150000
A	9600	2013	122	125000
B	2799	2003	135	5000
A	7100	2008	177	150000
A	4500	2007	163	150000
A	6800	2011	120	150000
B	2300	2006	65	50000
B	2500	2001	150	150000
A	1099	2001	80	150000
B	3999	2009	65	40000
A	44900	2015	140	10000
B	2600	2005	125	150000
A	1950	2002	116	150000
B	10450	2001	220	150000
B	14000	2003	71	5000
A	17000	2005	231	150000
A	11599	2010	143	150000
B	1690	2002	75	125000
A	30600	2010	231	80000
B	5990	2007	95	150000
A	11900	2008	170	125000
B	6990	2005	230	100000
B	1400	2002	75	150000
B	3300	2004	103	150000
B	14000	2013	99	30000
B	3800	2003	129	150000
A	5500	2005	150	150000
A	3650	2003	116	150000
B	139997	2010	435	20000
B	3999	2007	84	150000
B	1500	2001	120	150000
A	5600	2007	143	150000
A	9500	2008	136	125000
B	26500	2010	306	40000
B	7890	2005	200	150000
B	14500	2007	163	60000
B	13990	2007	209	100000
A	46950	2013	250	30000
B	9490	2007	136	20000
A	6700	2006	163	150000
A	2990	2001	101	150000
B	4500	2001	170	125000
A	12000	2007	177	125000
B	16999	2015	102	10000
A	10100	2008	239	100000
A	13200	2010	143	150000
B	1250	2001	129	150000
B	13500	2010	193	60000
A	8999	2009	105	150000
A	14000	2010	131	150000
A	14430	2011	146	150000
A	3800	2005	150	150000
A	14900	2013	105	40000
B	4590	2002	150	150000
B	4000	2007	116	150000
B	10900	2010	179	80000
A	1250	2002	67	150000
B	5800	2005	106	70000
B	6000	2002	170	150000
B	5990	2009	69	20000
B	4250	2005	150	150000
B	2850	2002	180	150000
B	2800	2006	60	150000
B	28250	2013	320	40000
B	7400	2005	163	150000
B	4250	2006	80	125000
B	4000	2003	82	125000
B	12800	2014	101	40000
A	18500	2013	150	50000
A	3280	2004	95	150000
B	12950	2011	160	125000
B	1450	2002	64	80000
B	3200	2007	75	125000
B	4800	2001	163	100000
A	11890	2011	116	150000
B	2800	2002	122	150000
B	21800	2012	160	50000
B	11000	2002	231	150000
B	2800	2004	75	150000
C	4200	2003	276	150000
B	1250	2003	52	125000
A	15900	2008	235	150000
B	4499	2009	109	125000
B	17000	2008	344	125000
B	7350	2003	102	70000
A	15900	2010	177	100000
B	23000	2008	349	40000
E	5750	2007	100	150000
B	1500	2002	58	125000
B	9300	2011	120	80000
A	29700	2010	179	150000
B	3700	2009	69	150000
B	2699	2005	110	150000
B	3200	2005	75	150000
A	31500	2011	299	90000
B	5500	2008	80	125000
B	4900	2006	109	50000
A	4500	2012	90	150000
A	3999	2005	95	150000
B	9100	2004	150	150000
B	1400	2002	75	150000
A	5900	2006	150	125000
B	2300	2002	75	150000
B	11500	2001	179	100000
B	12990	2007	218	70000
A	5799	2009	75	150000
A	4000	2003	150	150000
A	1850	2004	65	150000
A	4600	2005	140	150000
B	3950	2005	73	70000
B	8500	2012	105	80000
B	5500	2009	71	80000
B	5400	2011	68	30000
A	7350	2003	170	150000
A	7999	2004	200	150000
B	5699	2004	250	150000
B	24400	2006	295	150000
B	2590	2004	116	150000
A	6600	2007	109	125000
B	9999	2014	105	30000
A	1700	2004	115	150000
A	5100	2010	120	150000
A	15000	2012	245	70000
B	5400	2006	140	150000
B	1995	2003	101	150000
B	3200	2006	95	90000
B	7450	2003	143	150000
A	16400	2007	150	125000
A	17700	2011	170	150000
B	2400	2001	129	150000
A	3800	2003	80	125000
A	1799	2003	82	150000
A	1900	2005	177	150000
B	16960	2013	122	30000
B	6250	2007	102	150000
A	26500	2011	231	70000
A	7900	2007	150	150000
B	5300	2004	194	150000
A	7500	2010	111	80000
B	14400	2008	299	125000
C	7150	2007	116	125000
B	20900	2014	110	20000
A	5500	2002	150	150000
A	11990	2006	224	150000
B	4950	2007	80	100000
A	17800	2016	99	5000
B	10900	2008	160	100000
A	12500	2007	140	150000
A	13000	2008	177	125000
C	3300	2003	170	150000
A	2500	2003	101	150000
A	6300	2005	179	150000
A	10000	2012	177	150000
A	9000	2003	163	90000
A	4200	2006	136	150000
B	9299	2011	105	50000
B	6399	2003	110	80000
B	1900	2003	145	150000
B	5600	2009	60	80000
B	3300	2003	61	100000
A	51000	2015	258	5000
B	3000	2001	85	90000
B	6299	2012	60	50000
A	18500	2014	140	50000
B	1300	2002	95	150000
A	7777	2007	140	150000
B	2000	2003	87	150000
B	4200	2004	125	125000
B	2800	2002	138	150000
B	10999	2006	177	30000
A	3999	2005	136	150000
A	6490	2010	110	125000
A	50950	2014	256	20000
A	7299	2008	175	150000
B	6199	2008	122	150000
A	4900	2004	105	150000
B	4000	2008	73	90000
A	3050	2006	114	150000
A	8350	2010	110	100000
A	12400	2008	136	150000
B	8900	2008	170	90000
B	20990	2009	211	125000
A	3700	2001	163	150000
A	5500	2001	122	150000
B	2350	2002	98	100000
B	5200	2001	231	125000
B	15700	2012	160	50000
A	2550	2002	163	150000
A	9999	2005	250	150000
B	2200	2003	75	125000
B	7500	2012	60	20000
B	6100	2002	150	150000
B	4190	2006	116	90000
A	5250	2006	140	150000
A	3750	2003	105	150000
B	8495	2006	226	125000
B	7820	2010	86	50000
B	14200	2005	231	100000
B	18000	2008	200	70000
B	1400	2005	60	125000
B	1790	2001	82	150000
B	1650	2002	87	150000
B	4950	2008	140	150000
B	3899	2006	55	125000
B	6300	2007	140	60000
A	4950	2004	204	150000
B	6600	2005	190	80000
A	1900	2005	68	150000
B	2950	2008	68	80000
B	1250	2001	75	150000
B	17900	2015	84	5000
A	13999	2011	143	40000
B	8790	2010	299	100000
B	13900	2009	143	70000
B	15000	2014	86	30000
B	10550	2008	126	100000
B	2000	2004	140	150000
A	7900	2011	75	125000
B	4999	2009	122	100000
A	13000	2011	143	125000
A	21900	2009	235	125000
B	16990	2012	140	40000
A	5150	2001	150	150000
B	8200	2010	105	40000
B	13990	2010	160	100000
A	18000	2008	232	125000
A	1500	2007	143	150000
B	3500	2003	192	150000
A	5129	2006	131	150000
A	6890	2004	140	125000
B	9000	2008	190	150000
A	2599	2002	131	150000
B	7099	2005	150	150000
A	8800	2008	170	125000
B	14999	2008	184	125000
A	19850	2013	150	60000
B	1240	2003	60	150000
B	2900	2003	84	50000
A	1600	2002	125	150000
B	1899	2004	75	150000
B	7500	2010	73	40000
B	16000	2009	160	70000
A	6350	2006	140	150000
A	3600	2004	131	150000
B	8000	2008	122	80000
A	6600	2004	131	150000
B	6950	2003	163	125000
B	15000	2014	200	40000
B	13499	2013	140	30000
A	9600	2007	177	150000
B	2399	2005	116	150000
B	14200	2009	179	80000
B	8999	2011	111	20000
A	15350	2011	163	100000
A	10800	2010	166	150000
A	6100	2011	90	150000
A	4199	2001	131	150000
B	10900	2003	334	150000
A	6800	2007	109	150000
A	11000	2010	204	90000
B	9700	2011	101	30000
A	7500	2008	105	100000
A	33499	2015	184	30000
A	2001	2001	131	150000
A	24750	2010	239	80000
B	2650	2004	88	125000
B	4450	2007	86	125000
A	8000	2006	122	125000
A	14499	2010	177	150000
B	1780	2004	70	90000
A	5100	2006	140	150000
B	5750	2006	80	20000
A	15700	2006	224	150000
B	4950	2001	131	80000
A	12990	2007	235	150000
B	3999	2004	116	150000
A	42500	2014	190	30000
B	2699	2007	61	150000
A	5450	2004	155	90000
A	5200	2009	80	150000
B	4500	2005	98	20000
A	14990	2013	92	40000
B	1900	2001	163	150000
A	1800	2004	102	150000
A	12500	2010	143	150000
A	23950	2007	174	150000
B	1100	2004	75	150000
B	42900	2002	320	70000
B	18600	2013	140	30000
A	8900	2006	224	150000
B	10500	2005	163	100000
A	5200	2001	197	150000
B	4900	2004	102	150000
A	2500	2001	136	150000
A	4990	2002	155	150000
B	1600	2005	113	150000
B	2250	2002	83	150000
A	7100	2006	163	125000
A	5999	2005	131	150000
A	25000	2011	204	100000
A	9599	2005	177	150000
A	25900	2012	163	80000
B	6940	2012	55	30000
B	3250	2003	102	150000
B	35911	2007	295	20000
A	5299	2004	150	150000
A	3500	2001	68	100000
A	2800	2004	128	150000
A	5800	2010	86	150000
B	13490	2006	334	150000
B	27300	2012	170	50000
B	2400	2001	75	125000
B	4900	2009	69	70000
B	5790	2011	95	70000
B	7000	2004	102	90000
B	4700	2001	231	150000
B	14990	2008	160	125000
B	2700	2001	124	150000
B	5200	2007	105	125000
B	3200	2003	73	60000
A	20000	2010	239	150000
A	36890	2012	265	40000
A	6799	2007	105	150000
A	1200	2002	75	150000
B	3299	2001	150	150000
B	1200	2003	82	150000
B	3500	2005	75	125000
B	1300	2004	60	125000
A	14500	2006	219	150000
B	3599	2009	58	90000
B	3590	2005	90	125000
B	4200	2006	80	125000
B	1900	2002	166	150000
B	18999	2003	241	80000
B	1490	2001	75	150000
A	8150	2007	218	150000
B	1499	2002	167	150000
B	7999	2004	250	150000
B	5350	2010	71	60000
B	13450	2013	140	80000
B	1700	2002	75	150000
A	10999	2011	105	150000
B	8900	2013	69	40000
A	8000	2013	140	40000
B	5595	2005	129	150000
A	7500	2006	140	150000
B	4999	2004	131	150000
B	11000	2008	156	125000
B	7550	2011	84	40000
B	8900	2008	126	70000
A	7980	2008	177	150000
A	18000	2010	245	60000
A	14300	2010	184	150000
B	2300	2002	116	125000
B	6400	2011	69	70000
A	20000	2014	184	40000
B	4499	2003	192	150000
A	24000	2014	155	90000
B	12899	2010	122	100000
B	27999	2010	272	70000
A	16000	2014	143	125000
B	4350	2003	90	150000
A	23850	2011	102	125000
B	9999	2009	174	80000
A	6200	2004	200	150000
B	7700	2003	177	150000
B	2999	2005	65	125000
B	12200	2009	120	100000
A	2600	2005	116	150000
A	16400	2011	170	80000
B	1700	2002	88	150000
A	26000	2013	170	50000
A	3699	2005	131	150000
B	4090	2009	69	125000
A	2500	2007	106	150000
A	23300	2015	136	30000
B	4100	2002	170	150000
B	5600	2006	140	100000
B	4000	2006	90	90000
B	5799	2008	71	60000
A	4300	2003	95	125000
B	11500	2009	179	150000
A	4490	2008	80	150000
B	6800	2008	120	70000
B	10999	2011	122	60000
B	1400	2003	75	150000
B	3900	2001	131	150000
A	5200	2004	175	150000
B	1390	2002	101	150000
A	29100	2014	140	10000
B	39900	2014	300	30000
B	7660	2004	163	150000
B	6575	2009	80	150000
A	7255	2007	179	150000
B	2390	2002	75	125000
B	8888	2009	122	80000
A	23999	2012	180	80000
A	9100	2004	170	5000
B	22900	2014	125	20000
A	14000	2005	174	150000
A	3600	2004	122	150000
A	9500	2004	218	150000
A	2899	2005	155	150000
A	7900	2003	193	150000
A	3900	2008	170	150000
A	18750	2014	150	20000
B	10000	2007	150	150000
B	1800	2006	60	125000
A	3300	2001	116	150000
A	10000	2008	185	90000
B	1400	2004	75	5000
B	3500	2007	88	125000
B	3150	2006	75	80000
B	3780	2001	190	150000
B	3580	2004	75	150000
A	14900	2010	170	150000
B	3999	2011	68	40000
B	5750	2009	101	50000
B	3750	2002	116	150000
B	1499	2001	58	150000
B	8250	2006	185	60000
A	2450	2004	140	150000
A	6350	2006	105	150000
A	6550	2005	204	150000
A	14900	2012	140	90000
A	7999	2011	111	150000
A	11450	2011	90	70000
A	16000	2007	190	150000
A	23900	2007	224	80000
A	4300	2004	131	150000
B	17999	2008	300	100000
B	8690	2007	136	125000
A	16900	2002	122	5000
B	6700	2009	69	50000
B	3000	2002	75	150000
B	19986	2004	260	60000
A	7000	2008	102	150000
A	9450	2007	170	150000
B	4690	2005	64	150000
B	2350	2002	75	150000
B	6950	2005	116	100000
A	12400	2010	110	150000
B	14900	2008	196	125000
B	1950	2003	63	150000
A	9499	2007	105	150000
A	5900	2006	140	150000
A	12500	2005	224	150000
B	8850	2008	140	125000
B	5500	2001	231	150000
A	2499	2002	150	150000
A	2900	2005	80	150000
B	6800	2010	60	60000
B	5200	2008	140	150000
A	2950	2007	158	150000
B	6350	2007	102	150000
A	10000	2011	150	150000
A	37999	2012	245	90000
A	5000	2005	231	150000
A	11490	2009	140	125000
B	6500	2005	116	125000
B	3800	2005	115	125000
A	4999	2003	116	150000
A	12999	2010	136	125000
A	11900	2009	143	150000
B	7500	2007	140	125000
A	11999	2007	150	125000
A	3190	2002	150	150000
B	8900	2007	116	80000
A	4800	2006	105	150000
B	11500	2009	114	80000
B	3499	2003	75	125000
B	4950	2007	84	60000
A	4350	2003	193	150000
A	2000	2002	116	150000
B	7990	2012	60	30000
A	3250	2002	143	150000
A	8600	2006	231	150000
B	3200	2004	1398	5000
A	3490	2005	120	150000
A	22950	2009	224	100000
A	11800	2009	116	150000
A	5800	2004	101	150000
B	3900	2003	174	150000
B	4950	2005	105	150000
A	6200	2007	150	150000
B	1900	2001	102	150000
A	33400	2011	184	60000
B	10350	2013	95	30000
B	3900	2003	143	150000
A	15400	2009	177	125000
A	3990	2004	150	150000
B	2500	2001	102	150000
A	5990	2006	140	150000
A	8500	2005	150	150000
B	2400	2004	74	125000
B	15900	2003	228	90000
A	6695	2005	163	150000
A	10500	2005	232	150000
A	10450	2006	231	150000
A	5000	2009	80	150000
B	3999	2007	80	150000
B	1900	2001	192	150000
A	4300	2007	70	150000
B	12690	2007	163	100000
B	2199	2007	60	90000
B	6500	2008	145	90000
B	25999	2009	272	90000
A	7900	2007	170	150000
B	5899	2004	143	100000
A	7500	2006	131	150000
B	13700	2012	117	150000
A	6700	2010	110	125000
A	6990	2006	170	150000
B	22222	2013	160	30000
B	17500	2006	306	150000
A	2790	2003	143	150000
A	7150	2004	109	150000
B	3690	2006	101	125000
A	20700	2009	245	150000
B	34500	2009	265	30000
B	4800	2006	140	150000
B	3999	2002	122	100000
B	4999	2006	88	70000
C	6200	2012	85	125000
A	1250	2003	101	150000
A	2400	2002	133	150000
A	2600	2006	170	150000
A	4000	2010	105	150000
A	5490	2008	109	150000
A	4900	2005	116	150000
B	18300	2007	306	150000
A	7500	2006	140	150000
B	4500	2006	120	70000
A	4500	2004	140	150000
B	28500	2013	230	30000
A	17900	2010	170	70000
B	3390	2007	109	150000
B	17500	2010	211	70000
A	10500	2015	110	10000
B	12000	2008	160	20000
A	1400	2004	144	150000
A	2399	2004	163	150000
B	2400	2002	75	150000
B	1400	2001	90	150000
B	5500	2001	170	150000
A	11450	2008	140	150000
A	12300	2012	143	70000
B	3799	2006	75	125000
A	15799	2011	143	150000
B	26950	2003	200	30000
B	1850	2004	107	150000
B	7500	2002	150	125000
B	2500	2002	120	150000
A	8500	2007	170	150000
A	15700	2011	143	100000
A	7800	2003	163	150000
A	17900	2012	136	60000
B	8200	2005	200	150000
A	35890	2012	140	90000
B	9900	2005	333	150000
A	8990	2007	102	150000
A	5600	2005	140	150000
C	2990	2007	67	125000
A	3400	2003	136	150000
B	19600	2009	272	150000
A	11900	2008	105	150000
B	10490	2016	80	5000
A	5199	2003	116	150000
B	18100	2013	147	40000
A	5900	2006	150	150000
B	14900	2013	122	60000
B	16650	2013	117	30000
B	9999	2008	141	90000
B	6800	2007	147	125000
A	22750	2015	110	40000
B	4200	2006	105	125000
B	2750	2001	140	150000
B	12499	2008	170	125000
B	19200	2013	122	30000
B	6699	2012	60	30000
B	8600	2003	231	150000
B	8800	2007	143	125000
A	29999	2013	143	90000
A	3790	2002	163	150000
B	8000	2012	102	50000
A	47900	2011	313	60000
B	11990	2011	122	90000
B	1950	2005	61	150000
C	4950	2008	140	150000
B	2450	2004	95	150000
B	19450	2011	143	90000
A	13790	2015	90	20000
B	9600	2006	129	125000
C	15500	2006	306	150000
B	9990	2010	125	100000
A	6650	2005	177	150000
B	1995	2002	75	150000
B	5999	2008	80	80000
C	5999	2008	82	80000
B	3400	2005	75	125000
A	10000	2009	140	60000
A	40899	2015	179	20000
A	5299	2007	101	125000
A	8000	2002	179	150000
B	1200	2005	65	150000
B	3300	2006	54	125000
A	11500	2010	190	150000
B	4900	2007	145	150000
B	15990	2006	177	80000
B	7200	2008	97	125000
B	11999	2006	231	150000
A	6250	2007	163	150000
B	7500	2007	102	80000
B	5599	2005	116	125000
A	30500	2012	170	30000
A	6350	2004	150	150000
B	2700	2001	147	150000
B	1850	2002	150	125000
B	8499	2009	125	125000
B	3299	2005	95	80000
A	2500	2003	177	150000
B	4290	2001	163	150000
B	6199	2007	120	100000
